median,log_freq
3.1542461792827398e+44,12.316
3.1930463502918823e+44,12.318
3.232168474932073e+44,12.32
3.277448967358552e+44,12.322
3.325021088707135e+44,12.324
3.372986968200812e+44,12.326
3.421349743673932e+44,12.328
3.4677177038367303e+44,12.33
3.5044202468866872e+44,12.332
3.5414479274878504e+44,12.334
3.568831265251783e+44,12.336
3.599954815943728e+44,12.338
3.634790572338694e+44,12.34
3.661138604248402e+44,12.342
3.6860927595041066e+44,12.344
3.724548260766957e+44,12.346
3.775575901066715e+44,12.348
3.827031710573245e+44,12.35
3.8789193256492734e+44,12.352
3.9316372631228464e+44,12.354
3.985462570853205e+44,12.356
4.0422030827840394e+44,12.358
4.099424661946107e+44,12.36
4.157131431670655e+44,12.362
4.215501843747987e+44,12.364
4.275214767872174e+44,12.366
4.335434977605461e+44,12.368
4.396166855545337e+44,12.37
4.4574148288031985e+44,12.372
4.519183378172655e+44,12.374
4.582197265447668e+44,12.376
4.633090949421939e+44,12.378
4.6805664141269876e+44,12.38
4.728442906515908e+44,12.382
4.783192896072094e+44,12.384
4.8517221613071234e+44,12.386
4.92165162920056e+44,12.388
4.9799720424716785e+44,12.39
5.03609709345937e+44,12.392
5.092704534986586e+44,12.394
5.1497991085014195e+44,12.396
5.2073032323889384e+44,12.398
5.265292556384211e+44,12.4
5.3035472610357205e+44,12.402
5.348393853636483e+44,12.404
5.367784778076899e+44,12.406
5.4022856476436836e+44,12.408
5.4492932536591344e+44,12.41
5.504662780290604e+44,12.412
5.544498982425964e+44,12.414
5.58192354745008e+44,12.416
5.6196517037758355e+44,12.418
5.657755762428991e+44,12.42
5.6983092940561454e+44,12.422
5.7436647968951816e+44,12.424
5.78939758088096e+44,12.426
5.835511761467978e+44,12.428
5.881864022549896e+44,12.43
5.928504697631538e+44,12.432
5.975537201355981e+44,12.434
6.013134191170355e+44,12.436
6.068285006390514e+44,12.438
6.122507476001316e+44,12.44
6.164971414496536e+44,12.442
6.181973746219366e+44,12.444
6.2523371071364266e+44,12.446
6.33980335880192e+44,12.448
6.429493552716513e+44,12.45
6.5218582886496065e+44,12.452
6.615203912800238e+44,12.454
6.684209528577461e+44,12.456
6.742137798904706e+44,12.458
6.8005715299507074e+44,12.46
6.862948098236903e+44,12.462
6.921399733748291e+44,12.464
6.988531065187481e+44,12.466
7.06924469715196e+44,12.468
7.135062140125447e+44,12.47
7.179465827400093e+44,12.472
7.22304144288035e+44,12.474
7.255419352869024e+44,12.476
7.312636352737582e+44,12.478
7.378270445395995e+44,12.48
7.441044949997303e+44,12.482
7.519793115269864e+44,12.484
7.611894294835824e+44,12.486
7.692529672028445e+44,12.488
7.759437173809148e+44,12.49
7.839716574068056e+44,12.492
7.911143246737708e+44,12.494
7.932482481544912e+44,12.496
7.974634773551038e+44,12.498
8.020150932167553e+44,12.5
8.066106318341584e+44,12.502
8.112507787708454e+44,12.504
8.15672313407809e+44,12.506
8.192394958253953e+44,12.508
8.18223465233909e+44,12.51
8.172010915857358e+44,12.512
8.161727487979626e+44,12.514
8.151418629639433e+44,12.516
8.188543912036394e+44,12.518
8.270720735412253e+44,12.52
8.369529867441227e+44,12.522
8.433132113903836e+44,12.524
8.533908924641389e+44,12.526
8.599756296154258e+44,12.528
8.629736575934155e+44,12.53
8.660030177276461e+44,12.532
8.688522730263392e+44,12.534
8.763412980004192e+44,12.536
8.79023894670676e+44,12.538
8.814693921016774e+44,12.54
8.839451501379767e+44,12.542
8.864519237041487e+44,12.544
8.889904860342295e+44,12.546
8.915616247057032e+44,12.548
8.940207109318816e+44,12.55
8.962639919659678e+44,12.552
8.985320759570466e+44,12.554
9.037845516153427e+44,12.556
9.093142013517283e+44,12.558
9.148003246688375e+44,12.56
9.202194518545434e+44,12.562
9.256938255218203e+44,12.564
9.301024761510521e+44,12.566
9.368117011728789e+44,12.568
9.432582045697325e+44,12.57
9.500934507108413e+44,12.572
9.569930141596445e+44,12.574
9.639577303310946e+44,12.576
9.698565756485283e+44,12.578
9.723582808090168e+44,12.58
9.747648702150561e+44,12.582
9.73338106081545e+44,12.584
9.736858118934306e+44,12.586
9.787331127207336e+44,12.588
9.877000154489986e+44,12.59
9.94932468287488e+44,12.592
1.0007013934540419e+45,12.594
1.0008936141583442e+45,12.596
9.968172145851345e+44,12.598
9.927142203529186e+44,12.6
9.916905543105811e+44,12.602
9.955687749383851e+44,12.604
9.981113877446731e+44,12.606
1.0006904854694412e+45,12.608
1.0027734443631192e+45,12.61
1.0069963853871086e+45,12.612
1.0084549776763456e+45,12.614
1.0152477581597384e+45,12.616
1.0195129368641426e+45,12.618
1.0244634495096331e+45,12.62
1.0293522247270747e+45,12.622
1.0343081722724904e+45,12.624
1.0375432626099072e+45,12.626
1.0394204344330396e+45,12.628
1.0468586116444798e+45,12.63
1.0510725846921106e+45,12.632
1.0512708201568753e+45,12.634
1.0542194443792097e+45,12.636
1.058143515498644e+45,12.638
1.0633558714592566e+45,12.64
1.0694487891323315e+45,12.642
1.0756250697520765e+45,12.644
1.0818866317483342e+45,12.646
1.0882577892874266e+45,12.648
1.09471724572254e+45,12.65
1.1012666348266626e+45,12.652
1.1078699765717331e+45,12.654
1.1122087861206564e+45,12.656
1.1166538157126543e+45,12.658
1.1211968647148169e+45,12.66
1.1288181324634445e+45,12.662
1.1366196879409194e+45,12.664
1.1445211792687721e+45,12.666
1.1544462967388544e+45,12.668
1.1644708164623885e+45,12.67
1.1733451684813025e+45,12.672
1.1835036233524125e+45,12.674
1.1937961347082553e+45,12.676
1.1978388087279116e+45,12.678
1.2016399095163158e+45,12.68
1.2038469146170452e+45,12.682
1.20419111439902e+45,12.684
1.205281377070624e+45,12.686
1.2103316069197854e+45,12.688
1.2144769016194059e+45,12.69
1.2147647213227792e+45,12.692
1.2176830446496996e+45,12.694
1.2223328572964184e+45,12.696
1.2270793115254136e+45,12.698
1.23070918771936e+45,12.7
1.2331985499740839e+45,12.702
1.2392922192029489e+45,12.704
1.246358608067086e+45,12.706
1.253496277761367e+45,12.708
1.2603638470614052e+45,12.71
1.2632093824095438e+45,12.712
1.268903899560274e+45,12.714
1.272878470109225e+45,12.716
1.2761589917354247e+45,12.718
1.2794768791601506e+45,12.72
1.2828337212297032e+45,12.722
1.2862975452125062e+45,12.724
1.2907078499888594e+45,12.726
1.2950196186369616e+45,12.728
1.2960166934326412e+45,12.73
1.2993255794350391e+45,12.732
1.307057793050707e+45,12.734
1.3104359714990448e+45,12.736
1.3124401834259168e+45,12.738
1.311482339365563e+45,12.74
1.3105251826237196e+45,12.742
1.3125731190828933e+45,12.744
1.3189116846369371e+45,12.746
1.325330313357161e+45,12.748
1.330901812531248e+45,12.75
1.3359691290245927e+45,12.752
1.3410999868785047e+45,12.754
1.3464252426529556e+45,12.756
1.3543571685563774e+45,12.758
1.363703523490853e+45,12.76
1.3713258023594125e+45,12.762
1.375855519590518e+45,12.764
1.3804671613321709e+45,12.766
1.3852002075150516e+45,12.768
1.3857711132274271e+45,12.77
1.3896029987958078e+45,12.772
1.3956900096823559e+45,12.774
1.4073423364901528e+45,12.776
1.419079842526724e+45,12.778
1.4275700306055054e+45,12.78
1.4327182128245706e+45,12.782
1.4368531382781315e+45,12.784
1.4410458590024858e+45,12.786
1.4454546033077282e+45,12.788
1.4501270176117646e+45,12.79
1.4548638666057398e+45,12.792
1.4596663139294633e+45,12.794
1.4645355411687173e+45,12.796
1.4694787055709417e+45,12.798
1.4751250198743592e+45,12.8
1.4792206775643702e+45,12.802
1.4820396585981023e+45,12.804
1.4901277346984367e+45,12.806
1.498317192577421e+45,12.808
1.5048555213564008e+45,12.81
1.5115482761971814e+45,12.812
1.518330693341395e+45,12.814
1.5252125883817985e+45,12.816
1.533535479820639e+45,12.818
1.5419805145202754e+45,12.82
1.5506213123470723e+45,12.822
1.5589760600181738e+45,12.824
1.567052528824369e+45,12.826
1.577336990691636e+45,12.828
1.589772762346781e+45,12.83
1.601743057924044e+45,12.832
1.6133145240796436e+45,12.834
1.6250312908653325e+45,12.836
1.63514331347892e+45,12.838
1.642271309417426e+45,12.84
1.6512531533803365e+45,12.842
1.6661778524302583e+45,12.844
1.682257078914834e+45,12.846
1.698532310761051e+45,12.848
1.7131175123859114e+45,12.85
1.723912185810338e+45,12.852
1.7338340893790987e+45,12.854
1.743917517548692e+45,12.856
1.754134045870403e+45,12.858
1.7644856883344515e+45,12.86
1.7780800419603556e+45,12.862
1.7927455471825278e+45,12.864
1.8077451943129926e+45,12.866
1.8229353504995244e+45,12.868
1.8383186076320836e+45,12.87
1.8538975921976426e+45,12.872
1.8696764019093495e+45,12.874
1.884243175993506e+45,12.876
1.8965077565513174e+45,12.878
1.9136134947823147e+45,12.88
1.931687521196219e+45,12.882
1.9458417773449275e+45,12.884
1.9622226472753864e+45,12.886
1.9811827655335172e+45,12.888
1.99797893878257e+45,12.89
2.014954719564177e+45,12.892
2.0267884049706045e+45,12.894
2.0453047370650286e+45,12.896
2.0645671488757892e+45,12.898
2.0858511474049614e+45,12.9
2.0885276408888266e+45,12.902
2.091536423241048e+45,12.904
2.0970886615536993e+45,12.906
2.1048142310588775e+45,12.908
2.1108052790425425e+45,12.91
2.1189540781989255e+45,12.912
2.1271351915493844e+45,12.914
2.1334612918785364e+45,12.916
2.1380045126601093e+45,12.918
2.142887706693927e+45,12.92
2.1418897059313233e+45,12.922
2.1436823869459853e+45,12.924
2.1470435592696833e+45,12.926
2.1548418610374056e+45,12.928
2.164039412401267e+45,12.93
2.16798046459056e+45,12.932
2.1739352596472253e+45,12.934
2.1819402355227744e+45,12.936
2.1868942440313043e+45,12.938
2.1941928319879675e+45,12.94
2.2037316331052282e+45,12.942
2.213312398127028e+45,12.944
2.2184699935438643e+45,12.946
2.225806545742167e+45,12.948
2.2323826767186375e+45,12.95
2.239427350270498e+45,12.952
2.2461770999823896e+45,12.954
2.2558512889344367e+45,12.956
2.26509157351263e+45,12.958
2.2750970946688722e+45,12.96
2.2864114308037956e+45,12.962
2.2978702441991067e+45,12.964
2.3052217027892595e+45,12.966
2.308988335422525e+45,12.968
2.3165152599972996e+45,12.97
2.3258609297436552e+45,12.972
2.3353966181148916e+45,12.974
2.3449717290999052e+45,12.976
2.3545864548169092e+45,12.978
2.3642409361908857e+45,12.98
2.3698150679258052e+45,12.982
2.3799888945046806e+45,12.984
2.389286682538508e+45,12.986
2.4009574747656383e+45,12.988
2.410006564715108e+45,12.99
2.4186293528713663e+45,12.992
2.4250002522552243e+45,12.994
2.431030490597777e+45,12.996
2.4365373661345294e+45,12.998
2.443730465707866e+45,13.0
2.4506356953587376e+45,13.002
2.46077197878872e+45,13.004
2.4660765654784514e+45,13.006
2.4740997582086242e+45,13.008
2.484211146015142e+45,13.01
2.4931610922523933e+45,13.012
2.5032759127645465e+45,13.014
2.5113247276722008e+45,13.016
2.5202791160988198e+45,13.018
2.5331884518530037e+45,13.02
2.5444752070519193e+45,13.022
2.5558123601236492e+45,13.024
2.5672001759783938e+45,13.026
2.579642666122065e+45,13.028
2.5900914593886757e+45,13.03
2.600265044936086e+45,13.032
2.611281068229117e+45,13.034
2.6209991918648716e+45,13.036
2.6316372503988027e+45,13.038
2.6421406635921256e+45,13.04
2.6515896742259386e+45,13.042
2.6577535087011282e+45,13.044
2.662735267141722e+45,13.046
2.6742343056113557e+45,13.048
2.6834180435420816e+45,13.05
2.6956362497380097e+45,13.052
2.70791196110205e+45,13.054
2.7199472121397356e+45,13.056
2.7320110716048988e+45,13.058
2.7440775884840382e+45,13.06
2.7535279586437223e+45,13.062
2.7656164042710903e+45,13.064
2.7759095917038356e+45,13.066
2.7865837498847396e+45,13.068
2.800974904254981e+45,13.07
2.8133315229507948e+45,13.072
2.8243056680701164e+45,13.074
2.835756982420302e+45,13.076
2.8493856510826495e+45,13.078
2.8633686927577653e+45,13.08
2.865913406405389e+45,13.082
2.8676871743682054e+45,13.084
2.87005711915272e+45,13.086
2.8731860629366985e+45,13.088
2.874094480804798e+45,13.09
2.872904672028584e+45,13.092
2.874211525298921e+45,13.094
2.874931024074987e+45,13.096
2.875864570706547e+45,13.098
2.877954457001023e+45,13.1
2.880554846179401e+45,13.102
2.8816783354874394e+45,13.104
2.883746645793275e+45,13.106
2.883422652533609e+45,13.108
2.88573256182231e+45,13.11
2.887865143662624e+45,13.112
2.8913612869335045e+45,13.114
2.893965701430148e+45,13.116
2.8917707467594817e+45,13.118
2.894655182374651e+45,13.12
2.8971405517571963e+45,13.122
2.895754007067796e+45,13.124
2.895468518678403e+45,13.126
2.897501021777528e+45,13.128
2.900649889779398e+45,13.13
2.902408603581046e+45,13.132
2.903864986621803e+45,13.134
2.9076120420183136e+45,13.136
2.910279690394791e+45,13.138
2.9102255435538256e+45,13.14
2.913642707431308e+45,13.142
2.916879903148475e+45,13.144
2.918507325002219e+45,13.146
2.920026946297933e+45,13.148
2.922009584309696e+45,13.15
2.9235070133516585e+45,13.152
2.925860777522875e+45,13.154
2.9278840513338395e+45,13.156
2.929853261958951e+45,13.158
2.9315702427933355e+45,13.16
2.933529201548462e+45,13.162
2.935110575831746e+45,13.164
2.9369439026830303e+45,13.166
2.9400986374447755e+45,13.168
2.9423823389507625e+45,13.17
2.943564140314574e+45,13.172
2.9460100110594187e+45,13.174
2.9486712035296474e+45,13.176
2.950927112992039e+45,13.178
2.9527552676826116e+45,13.18
2.954579722510078e+45,13.182
2.9564767734773074e+45,13.184
2.9587930151482685e+45,13.186
2.960760169319821e+45,13.188
2.962401309919206e+45,13.19
2.964910249317213e+45,13.192
2.9674201068806713e+45,13.194
2.9689790317327344e+45,13.196
2.9709376239711635e+45,13.198
2.973185988077524e+45,13.2
2.975624557012161e+45,13.202
2.9768293042543065e+45,13.204
2.977738221840862e+45,13.206
2.9775727106083775e+45,13.208
2.979863180116918e+45,13.21
2.982586086857414e+45,13.212
2.98496000679196e+45,13.214
2.987721375524125e+45,13.216
2.9905382166998043e+45,13.218
2.99287548904876e+45,13.22
2.994810968107468e+45,13.222
2.995882357027818e+45,13.224
2.998579386081121e+45,13.226
3.001458308748017e+45,13.228
3.004571940605309e+45,13.23
3.006877427351705e+45,13.232
3.008442140126854e+45,13.234
3.011599242922699e+45,13.236
3.013926148535516e+45,13.238
3.0121906269527995e+45,13.24
3.0134465768006817e+45,13.242
3.015605727197114e+45,13.244
3.0180221193722694e+45,13.246
3.018790782890845e+45,13.248
3.020214807881134e+45,13.25
3.015113755553065e+45,13.252
3.0124104698245893e+45,13.254
3.010631826439716e+45,13.256
3.009176689324718e+45,13.258
3.007758718856553e+45,13.26
3.004488588748804e+45,13.262
2.999353100742892e+45,13.264
2.993649639061956e+45,13.266
2.98926570290916e+45,13.268
2.9849245906909754e+45,13.27
2.981155485940181e+45,13.272
2.978391946192158e+45,13.274
2.975405074841979e+45,13.276
2.970779977062943e+45,13.278
2.967177007864219e+45,13.28
2.9633019259277265e+45,13.282
2.9591510044712917e+45,13.284
2.955111757799848e+45,13.286
2.9520384605027976e+45,13.288
2.9488618878189175e+45,13.29
2.944710796960925e+45,13.292
2.9418916608101174e+45,13.294
2.939076991159055e+45,13.296
2.9360080248054675e+45,13.298
2.9312838452451e+45,13.3
2.9286363805005006e+45,13.302
2.925794107726587e+45,13.304
