median,log_freq
4.696716443371608e+44,12.346
4.760835333876794e+44,12.348
4.823562829082014e+44,12.35
4.88447686533102e+44,12.352
4.946168246161072e+44,12.354
5.008550006794934e+44,12.356
5.071438888502267e+44,12.358
5.1174305619438075e+44,12.36
5.127570754430019e+44,12.362
5.172197200392918e+44,12.364
5.220893906012687e+44,12.366
5.293315810103092e+44,12.368
5.373677477349582e+44,12.37
5.451224672873325e+44,12.372
5.522459820766904e+44,12.374
5.593407324716133e+44,12.376
5.648883976753592e+44,12.378
5.7048021768347886e+44,12.38
5.761165847412659e+44,12.382
5.817978959505617e+44,12.384
5.8914115946571734e+44,12.386
5.9747728819054105e+44,12.388
6.043194410282163e+44,12.39
6.095558842476252e+44,12.392
6.14834921345388e+44,12.394
6.2015698436757395e+44,12.396
6.253700529615265e+44,12.398
6.306055455977516e+44,12.4
6.363098422551059e+44,12.402
6.408132745437625e+44,12.404
6.454152082946151e+44,12.406
6.527468717342392e+44,12.408
6.602795839366478e+44,12.41
6.663570721366346e+44,12.412
6.724841516670872e+44,12.414
6.7866130161481046e+44,12.416
6.848862478984227e+44,12.418
6.910583816257779e+44,12.42
6.982712388446156e+44,12.422
7.061396647307494e+44,12.424
7.140727233100242e+44,12.426
7.220709810354194e+44,12.428
7.301607160903713e+44,12.43
7.383344751389694e+44,12.432
7.465755730483405e+44,12.434
7.548846056355785e+44,12.436
7.577545198466092e+44,12.438
7.570864262320077e+44,12.44
7.615757312673646e+44,12.442
7.681465940442237e+44,12.444
7.747722538364945e+44,12.446
7.81453283342442e+44,12.448
7.86585874592498e+44,12.45
7.915857556784541e+44,12.452
7.96591662027418e+44,12.454
8.016380740680276e+44,12.456
8.067254820170235e+44,12.458
8.118543842078206e+44,12.46
8.190932156009737e+44,12.462
8.276665112646683e+44,12.464
8.363140948627857e+44,12.466
8.450367206362792e+44,12.468
8.538351535338373e+44,12.47
8.627101690862543e+44,12.472
8.699467124494511e+44,12.474
8.792710744650598e+44,12.476
8.836014577069951e+44,12.478
8.879683887978479e+44,12.48
8.92372196865299e+44,12.482
8.967254801212914e+44,12.484
9.010087010626546e+44,12.486
9.05328686177167e+44,12.488
9.096860100035527e+44,12.49
9.140812581259069e+44,12.492
9.197380318444901e+44,12.494
9.26727086819444e+44,12.496
9.346088615688841e+44,12.498
9.425611836516123e+44,12.5
9.505848862753053e+44,12.502
9.592429690656357e+44,12.504
9.693193822020651e+44,12.506
9.793368759261229e+44,12.508
9.894504634184423e+44,12.51
9.996613129865208e+44,12.512
9.997561132713566e+44,12.514
1.0058716878634011e+45,12.516
1.013642257175149e+45,12.518
1.0162251519063009e+45,12.52
1.0194211051738692e+45,12.522
1.0196160699389897e+45,12.524
1.0213299352266402e+45,12.526
1.022637126106168e+45,12.528
1.0238022579510571e+45,12.53
1.0330888243300927e+45,12.532
1.045436215522086e+45,12.534
1.0514458402086427e+45,12.536
1.0548990703529402e+45,12.538
1.067648066633143e+45,12.54
1.0805334397767503e+45,12.542
1.0935570051171038e+45,12.544
1.0923137048122467e+45,12.546
1.090021219249699e+45,12.548
1.0874852229950921e+45,12.55
1.0847024794335708e+45,12.552
1.076435369850724e+45,12.554
1.079037993639989e+45,12.556
1.0761563601451553e+45,12.558
1.0732310190374633e+45,12.56
1.068324475862219e+45,12.562
1.0672548234953362e+45,12.564
1.0642174341467034e+45,12.566
1.0611473043226438e+45,12.568
1.0608205688318963e+45,12.57
1.074568969594539e+45,12.572
1.0885278776283339e+45,12.574
1.1027006798203992e+45,12.576
1.117090820759043e+45,12.578
1.1317017960892964e+45,12.58
1.1464793396512707e+45,12.582
1.1614440358276288e+45,12.584
1.1673968092273137e+45,12.586
1.1664183525050373e+45,12.588
1.1654366816673552e+45,12.59
1.1697613360574735e+45,12.592
1.1659270285251935e+45,12.594
1.166703279814136e+45,12.596
1.1712907437417759e+45,12.598
1.1669830376373402e+45,12.6
1.1657047966376392e+45,12.602
1.1684231012269041e+45,12.604
1.1646750383754034e+45,12.606
1.1714854960704605e+45,12.608
1.1840247916399423e+45,12.61
1.1959316690595796e+45,12.612
1.2077945500493879e+45,12.614
1.2147919302080706e+45,12.616
1.2266859022841236e+45,12.618
1.238688840056805e+45,12.62
1.2469438991732582e+45,12.622
1.246512977760632e+45,12.624
1.2529622377755406e+45,12.626
1.2659306644779892e+45,12.628
1.2741420330193666e+45,12.63
1.2906383354853188e+45,12.632
1.2930400404448794e+45,12.634
1.303753627892654e+45,12.636
1.2998332101182895e+45,12.638
1.3153007234809882e+45,12.64
1.3347040687303331e+45,12.642
1.3544263655518804e+45,12.644
1.3744731269098989e+45,12.646
1.3948631592192086e+45,12.648
1.4015846675877644e+45,12.65
1.4053850662814642e+45,12.652
1.4090091511028346e+45,12.654
1.4138126201922023e+45,12.656
1.414596956629725e+45,12.658
1.4153993074135256e+45,12.66
1.4264655403765408e+45,12.662
1.4370521404613086e+45,12.664
1.44893177686365e+45,12.666
1.4518305278703412e+45,12.668
1.4485921143787504e+45,12.67
1.454195029478545e+45,12.672
1.4598822250632446e+45,12.674
1.4656555084233653e+45,12.676
1.480670842065313e+45,12.678
1.4930362981641175e+45,12.68
1.4949573677241104e+45,12.682
1.4969326123903434e+45,12.684
1.4989637311330688e+45,12.686
1.5083193802941253e+45,12.688
1.507182890919243e+45,12.69
1.5122158853287386e+45,12.692
1.5181172317979586e+45,12.694
1.5241181432740147e+45,12.696
1.5302208175021478e+45,12.698
1.5352230311223372e+45,12.7
1.5388079910342784e+45,12.702
1.542383973782416e+45,12.704
1.5459904472003722e+45,12.706
1.550781106496004e+45,12.708
1.55329722783669e+45,12.71
1.5569088437725467e+45,12.712
1.560438394718026e+45,12.714
1.5639995972747086e+45,12.716
1.5635984903294695e+45,12.718
1.5540999177621878e+45,12.72
1.5529755439339304e+45,12.722
1.5534601917943154e+45,12.724
1.553949015583798e+45,12.726
1.558175044708819e+45,12.728
1.5654810444506753e+45,12.73
1.5728625677543144e+45,12.732
1.580189819836778e+45,12.734
1.5861480408706384e+45,12.736
1.579499774571133e+45,12.738
1.5727895446979185e+45,12.74
1.566017356117027e+45,12.742
1.5597264670934365e+45,12.744
1.560711032032254e+45,12.746
1.5617091201105635e+45,12.748
1.5694506055886166e+45,12.75
1.5813567010286186e+45,12.752
1.5933743563416455e+45,12.754
1.605097631061782e+45,12.756
1.6167764650365834e+45,12.758
1.6285654160128753e+45,12.76
1.630802228345907e+45,12.762
1.6421728402301895e+45,12.764
1.6535220932816288e+45,12.766
1.6582648026124e+45,12.768
1.6651289493598854e+45,12.77
1.6691463450819266e+45,12.772
1.673059254350095e+45,12.774
1.673504110994949e+45,12.776
1.6710351432892957e+45,12.778
1.6732816641686607e+45,12.78
1.6727892436100704e+45,12.782
1.6723028416492865e+45,12.784
1.6718231239192318e+45,12.786
1.6716916886853125e+45,12.788
1.672010193045786e+45,12.79
1.6723446463987198e+45,12.792
1.6726958111865335e+45,12.794
1.6730644645069827e+45,12.796
1.6752830598509593e+45,12.798
1.6766318553963573e+45,12.8
1.6780121568165575e+45,12.802
1.6794249317475116e+45,12.804
1.6808711694992172e+45,12.806
1.6823518771436422e+45,12.808
1.6845230966843515e+45,12.81
1.6872128154371604e+45,12.812
1.6941610521651538e+45,12.814
1.707131505971068e+45,12.816
1.720247386518832e+45,12.818
1.7324323228300222e+45,12.82
1.741323164343086e+45,12.822
1.7475346501077807e+45,12.824
1.7604529850890172e+45,12.826
1.7735362852914844e+45,12.828
1.7867869116725045e+45,12.83
1.7998568670596816e+45,12.832
1.8129603432663257e+45,12.834
1.826233922754764e+45,12.836
1.8396800709603925e+45,12.838
1.8466523623924366e+45,12.84
1.849740566616823e+45,12.842
1.8577309453186887e+45,12.844
1.8719210552882195e+45,12.846
1.8862919433325657e+45,12.848
1.8970575967439043e+45,12.85
1.9014246668209295e+45,12.852
1.9102642603932908e+45,12.854
1.9250908586788018e+45,12.856
1.932971800958748e+45,12.858
1.9409658805293753e+45,12.86
1.94907500348853e+45,12.862
1.957711179961962e+45,12.864
1.9670050610522176e+45,12.866
1.9808125134410464e+45,12.868
1.997713622505703e+45,12.87
2.0136371583162112e+45,12.872
2.0241561025978894e+45,12.874
2.0353981863725114e+45,12.876
2.0468033264384807e+45,12.878
2.050357537923795e+45,12.88
2.0598961781966266e+45,12.882
2.0733482859696746e+45,12.884
2.081337368126324e+45,12.886
2.0866187365285362e+45,12.888
2.094208370625548e+45,12.89
2.102189004273666e+45,12.892
2.1236794897923814e+45,12.894
2.1454678326747667e+45,12.896
2.1674370596352263e+45,12.898
2.1882613712747153e+45,12.9
2.1937723800360735e+45,12.902
2.2009004595476518e+45,12.904
2.1995624847219764e+45,12.906
2.214474895385767e+45,12.908
2.217023688655693e+45,12.91
2.2103058617911688e+45,12.912
2.217010753228354e+45,12.914
2.2237305018696076e+45,12.916
2.2305463149538092e+45,12.918
2.2337412456289957e+45,12.92
2.239514871888545e+45,12.922
2.246599769973956e+45,12.924
2.2537023755520343e+45,12.926
2.2608227012221556e+45,12.928
2.2681250607448614e+45,12.93
2.2754733720766965e+45,12.932
2.2828412133837937e+45,12.934
2.2902286084793097e+45,12.936
2.2972145208505775e+45,12.938
2.3018066070433425e+45,12.94
2.3003470170206456e+45,12.942
2.302042047328066e+45,12.944
2.313353124838791e+45,12.946
2.3247209510230086e+45,12.948
2.323571584104843e+45,12.95
2.3313574462889475e+45,12.952
2.3397546292054106e+45,12.954
2.3481798804661628e+45,12.956
2.3566332813959753e+45,12.958
2.3601725095913126e+45,12.96
2.3682280573624993e+45,12.962
2.3764157288792073e+45,12.964
2.383538170440399e+45,12.966
2.3928666811995506e+45,12.968
2.401130078618343e+45,12.97
2.408387844943409e+45,12.972
2.41786683924091e+45,12.974
2.426324569723979e+45,12.976
2.4348089393236714e+45,12.978
2.4433199956722855e+45,12.98
2.4518578046395257e+45,12.982
2.460377760316672e+45,12.984
2.468906347695392e+45,12.986
2.477461305600856e+45,12.988
2.4860426960467305e+45,12.99
2.494650581058648e+45,12.992
2.5032778615198982e+45,12.994
2.5119137267869928e+45,12.996
2.5205760403197702e+45,12.998
2.5233052704225186e+45,13.0
2.5224157871128682e+45,13.002
2.53094010932075e+45,13.004
2.5406663120055325e+45,13.006
2.550428530892823e+45,13.008
2.5602288191536003e+45,13.01
2.5638397666592733e+45,13.012
2.567351075642797e+45,13.014
2.571408441947398e+45,13.016
2.5772243524823014e+45,13.018
2.5839272790472473e+45,13.02
2.5919299832393223e+45,13.022
2.603350597445788e+45,13.024
2.6144695801113764e+45,13.026
2.6189388954745673e+45,13.028
2.629150766368132e+45,13.03
2.6382316200602613e+45,13.032
2.6493873774890367e+45,13.034
2.6617319620284536e+45,13.036
2.6749374143599777e+45,13.038
2.6810166953642308e+45,13.04
2.692524734011279e+45,13.042
2.7049785387276586e+45,13.044
2.7111709251528572e+45,13.046
2.7293330731412693e+45,13.048
2.7488668944331345e+45,13.05
2.768549315995539e+45,13.052
2.7800042955078174e+45,13.054
2.7866294366103176e+45,13.056
2.7967417920344576e+45,13.058
2.8000990750768243e+45,13.06
2.8070319201069957e+45,13.062
2.813427552596903e+45,13.064
2.8251454296261253e+45,13.066
2.83691156271006e+45,13.068
2.848766405770537e+45,13.07
2.857531670401971e+45,13.072
2.8691298116736904e+45,13.074
2.8812229723579187e+45,13.076
2.88987689056246e+45,13.078
2.9043462701890635e+45,13.08
2.900371855978865e+45,13.082
2.896933005918526e+45,13.084
2.898643011370368e+45,13.086
2.89975985578636e+45,13.088
2.901052474051521e+45,13.09
2.903447003349671e+45,13.092
2.9043967868593133e+45,13.094
2.906823487414674e+45,13.096
2.908964371968698e+45,13.098
2.9095425985793043e+45,13.1
2.908518474290646e+45,13.102
2.9091010770597414e+45,13.104
2.910205654421445e+45,13.106
2.91025743434035e+45,13.108
2.911576952867103e+45,13.11
2.911894685578954e+45,13.112
2.913567436905908e+45,13.114
2.915867313473798e+45,13.116
2.916474745861681e+45,13.118
2.9165034653650035e+45,13.12
2.916509194779886e+45,13.122
2.9165276942118293e+45,13.124
2.918483367267932e+45,13.126
2.9222456568889407e+45,13.128
2.922153781596793e+45,13.13
2.922766386389189e+45,13.132
2.923355656031156e+45,13.134
2.926102790274895e+45,13.136
2.9292483359673586e+45,13.138
2.9314939233475384e+45,13.14
2.933453789048859e+45,13.142
2.93417409646733e+45,13.144
2.9348337546469134e+45,13.146
2.9353559198899173e+45,13.148
2.936105948265355e+45,13.15
2.937005944018179e+45,13.152
2.937883324175377e+45,13.154
2.937758794442547e+45,13.156
2.940274861371987e+45,13.158
2.943716960732078e+45,13.16
2.9454428146398976e+45,13.162
2.9472440587519485e+45,13.164
2.9502764420509026e+45,13.166
2.953527157753197e+45,13.168
2.952606348931623e+45,13.17
2.9543797850206966e+45,13.172
2.9531972097994685e+45,13.174
2.9514785472247296e+45,13.176
2.9528434257285665e+45,13.178
2.9546659733267235e+45,13.18
2.955153304869734e+45,13.182
2.9575967358162555e+45,13.184
2.9593873089881194e+45,13.186
2.96088015276453e+45,13.188
2.962219168110952e+45,13.19
2.9646932654837e+45,13.192
2.9656360647135776e+45,13.194
2.967485578744521e+45,13.196
2.9700219691415004e+45,13.198
2.9736538807580215e+45,13.2
2.9750134145027607e+45,13.202
2.978223273562527e+45,13.204
2.9792135277371575e+45,13.206
2.9816815581528016e+45,13.208
2.983028541259459e+45,13.21
2.98465788636894e+45,13.212
2.987214689222342e+45,13.214
2.989495932475452e+45,13.216
2.991288034480247e+45,13.218
2.9944309504705046e+45,13.22
2.996904211216782e+45,13.222
2.9993866627454394e+45,13.224
3.001030232033341e+45,13.226
3.002890220186513e+45,13.228
3.006057902243218e+45,13.23
3.008965500538816e+45,13.232
3.0107724189989143e+45,13.234
3.0135222013497475e+45,13.236
3.015578224895244e+45,13.238
3.013903418434244e+45,13.24
3.0133676192755036e+45,13.242
3.0131253188065984e+45,13.244
3.012316519640573e+45,13.246
3.0148392483329985e+45,13.248
3.0165957639741974e+45,13.25
3.011450812056332e+45,13.252
3.007800633143223e+45,13.254
3.0044505746615684e+45,13.256
3.00268263228873e+45,13.258
3.002568164400904e+45,13.26
2.9955560509372013e+45,13.262
2.989083838551136e+45,13.264
2.9824826808368595e+45,13.266
2.976718555131355e+45,13.268
2.97328673246571e+45,13.27
2.9695348079890304e+45,13.272
2.9651283862734694e+45,13.274
2.959487951109855e+45,13.276
2.954081894667328e+45,13.278
2.951248840005225e+45,13.28
2.9484535656654134e+45,13.282
2.942956811822398e+45,13.284
2.9407320235231337e+45,13.286
2.9380387379919376e+45,13.288
2.934059502589371e+45,13.29
2.9303886721285935e+45,13.292
2.9272963792774925e+45,13.294
2.924404807605835e+45,13.296
2.9197896865516773e+45,13.298
2.9162476808733243e+45,13.3
2.9126991465968555e+45,13.302
